Rank,Ticker,Company,Sector,Price,Market_Cap,PE,Revenue_Growth_Pct,Operating_Margin_Pct,DCF_Fair_Value,Comps_Fair_Value,Target_Price,Upside_Pct,Rating,Composite_Rating,TA_Signal,Quant_Score,FSA_Rating,Confluence_Pct,Golden_Cross,Financial_Health
1,NVDA,NVIDIA Corporation,Technology,193.48,4686279081984,29.6294,85.2,65.596,,193.83666666666667,193.83666666666667,0.18434291227344968,HOLD,HOLD,BULLISH,0.65,Strong,75.0,False,Strong revenue growth; high operating margins; conservative balance sheet; weak roe; positive fcf generation.
2,GOOGL,Alphabet Inc.,Communication Services,351.96,4294695714816,26.825459,21.8,36.120999999999995,,311.1133333333333,329.3715128333333,-6.417913162480582,UNDERWEIGHT,HOLD,BULLISH,0.4999999999999999,Strong,75.0,False,Strong revenue growth; high operating margins; conservative balance sheet; strong roe; positive fcf generation.
3,AAPL,Apple Inc.,Technology,280.01,4112606560256,33.899517,16.6,32.275,,249.93166004889335,262.96342403911467,-6.087845420122607,UNDERWEIGHT,HOLD,BULLISH,0.55,Weak,50.0,False,Strong revenue growth; high operating margins; weak roe; positive fcf generation.
4,MSFT,Microsoft Corporation,Technology,368.33,2736115417088,21.950535,18.3,46.326,,417.70616766000006,417.70616766000006,13.405415703309554,OVERWEIGHT,HOLD,BEARISH,-0.7000000000000001,Strong,50.0,False,Strong revenue growth; high operating margins; conservative balance sheet; strong roe; positive fcf generation.
5,AMZN,"Amazon.com, Inc.",Consumer Cyclical,240.53,2587300986880,32.723824,16.6,13.139999999999999,,242.22659632499997,242.22659632499997,0.7053574710015331,HOLD,HOLD,BULLISH,-0.2,Stable,50.0,False,Strong revenue growth; healthy margins; strong roe; positive fcf generation.
6,SPCX,Space Exploration Technologies Corp.,Industrials,156.82,2065976131584,,15.4,-41.627997,,176.5233333333333,178.77866666666665,14.002465671895582,HOLD,OVERWEIGHT,NEUTRAL,0.0,Strong,50.0,False,Strong revenue growth; compressed margins.
7,AVGO,Broadcom Inc.,Technology,370.47,1762540781568,61.539867,47.9,48.988,,376.04333333333335,376.04333333333335,1.504395317659557,HOLD,OVERWEIGHT,BULLISH,0.65,Strong,75.0,False,Strong revenue growth; high operating margins; strong roe; positive fcf generation.
8,TSLA,"Tesla, Inc.",Consumer Cyclical,403.02,1513631776768,366.3818,15.8,4.202999999999999,,396.8733333333333,401.72988666666663,-0.3201114915719727,HOLD,HOLD,BULLISH,-2.7755575615628914e-17,Strong,50.0,False,Strong revenue growth; compressed margins; conservative balance sheet; weak roe; positive fcf generation.
9,META,"Meta Platforms, Inc.",Communication Services,565.0285,1434281574400,20.539022,33.1,40.617,,627.1795000000001,657.20032,16.312773603455398,OVERWEIGHT,HOLD,BEARISH,-0.7000000000000001,Strong,50.0,False,Strong revenue growth; high operating margins; conservative balance sheet; strong roe; positive fcf generation.
10,MU,"Micron Technology, Inc.",Technology,1125.9999,1271696588800,25.434828,3.457,80.370003,,1116.23943807083,1116.23943807083,-0.8668261808167266,HOLD,HOLD,BULLISH,0.65,Stable,50.0,False,Modest revenue growth; high operating margins; conservative balance sheet; strong roe; positive fcf generation.
